"date","site_no","precip_amount","min_temp","max_temp","min_humidity","max_humidity","specific_humidity","shortwave_radiation","wind_speed","ref_etr","ref_pet"
1979-01-01,"07143665",0,251.724827586207,261.746896551724,52.4627586206897,72.3772413793103,0.000710827586206897,101.041379310345,5.4151724137931,0.741379310344828,0.499310344827586
1979-01-02,"07143665",0,251.299310344828,262.750344827586,51.9613793103448,72.9303448275862,0.000682620689655172,109.540689655172,3.56827586206897,0.74551724137931,0.48551724137931
1979-01-03,"07143665",0,255.464137931034,267.026206896552,49.3372413793103,75.2993103448276,0.00105868965517241,94.2041379310345,2.02896551724138,0.688275862068966,0.484137931034483
1979-01-04,"07143665",1.36758620689655,258.413103448276,265.170344827586,52.6041379310345,79.9724137931035,0.0011088275862069,76.2731034482759,4.33379310344828,0.839310344827586,0.563448275862069
1979-01-05,"07143665",0.186896551724138,259.552413793103,262.928275862069,49.4868965517241,75.7337931034483,0.00104496551724138,75.3634482758621,2.81379310344828,0.677241379310345,0.464827586206897
1979-01-06,"07143665",1.13724137931034,259.198620689655,268.008965517241,56.7841379310345,77.8255172413793,0.00144675862068966,78.8137931034483,1.74620689655172,0.569655172413793,0.403448275862069
1979-01-07,"07143665",0,255.413103448276,267.063448275862,50.3255172413793,81.2634482758621,0.00120234482758621,103.866206896552,4.15655172413793,0.77448275862069,0.502068965517241
1979-01-08,"07143665",0,251.493103448276,263.820689655172,36.4744827586207,75.5896551724138,0.00078151724137931,112.37724137931,3.57931034482759,0.737931034482759,0.489655172413793
1979-01-09,"07143665",0,256.572413793103,266.28275862069,63.4448275862069,83.1648275862069,0.00104551724137931,111.442068965517,2.73931034482759,0.784827586206897,0.50551724137931
1979-01-10,"07143665",1.00551724137931,258.126206896552,266.636551724138,59.2634482758621,79.1068965517241,0.00126965517241379,75.7420689655172,3.14620689655172,0.717931034482759,0.498620689655172
1979-01-11,"07143665",0.166896551724138,263.138620689655,272.50275862069,63.02,81.0910344827586,0.00193689655172414,81.9393103448276,4.41241379310345,1.15655172413793,0.784827586206897
1979-01-12,"07143665",5.53586206896552,264.611034482759,275.016551724138,67.0503448275862,87.7034482758621,0.00275124137931035,88.0896551724138,3.94689655172414,0.784137931034483,0.563448275862069
1979-01-13,"07143665",5.00689655172414,254.786206896552,271.979310344828,53.0586206896552,96.0710344827586,0.00102931034482759,89.4537931034483,9.46896551724138,2.14551724137931,1.34068965517241
1979-01-14,"07143665",0,249.109655172414,258.549655172414,48.4986206896552,72.4993103448276,0.000536275862068966,114.288275862069,3.21793103448276,0.524137931034483,0.393793103448276
1979-01-15,"07143665",0,253.555862068966,272.2,58.5572413793103,80.5751724137931,0.00154151724137931,105.173103448276,6.02620689655172,1.13172413793103,0.726896551724138
1979-01-16,"07143665",0,256.336551724138,269.794482758621,53.9565517241379,85.1,0.00146372413793103,107.764137931034,2.63103448275862,0.736551724137931,0.523448275862069
1979-01-17,"07143665",0.00827586206896552,260.073103448276,268.947586206897,62.2165517241379,87.3820689655172,0.00143606896551724,114.662068965517,1.99724137931034,0.757931034482759,0.527586206896552
1979-01-18,"07143665",13.4751724137931,262.429655172414,277.124827586207,57.3724137931034,95.8503448275862,0.00274337931034483,68.7558620689655,4.22896551724138,1.03241379310345,0.708275862068966
1979-01-19,"07143665",0,268.175172413793,276.41724137931,67.4151724137931,98.7558620689655,0.00282806896551724,116.356551724138,3.09655172413793,1.17448275862069,0.829655172413793
1979-01-20,"07143665",0,267.215172413793,275.944137931035,64.0227586206897,85.0379310344828,0.00263572413793103,101.931724137931,6.39103448275862,1.55310344827586,1.01655172413793
1979-01-21,"07143665",0,264.403448275862,273.444137931035,57.3358620689655,80.2965517241379,0.00189855172413793,122.07724137931,4.85793103448276,1.53862068965517,1.01586206896552
1979-01-22,"07143665",0,266.448965517241,277.196551724138,61.5565517241379,80.648275862069,0.00268862068965517,115.844137931034,5.4848275862069,1.60344827586207,1.06206896551724
1979-01-23,"07143665",1.81448275862069,257.64,272.853793103448,55.3179310344828,80.9606896551724,0.0014411724137931,116.448275862069,7.94620689655172,1.78689655172414,1.13931034482759
1979-01-24,"07143665",0.653793103448276,254.918620689655,267.286896551724,57.2241379310345,79.5386206896552,0.0011548275862069,124.567586206897,3.31655172413793,0.813103448275862,0.58551724137931
1979-01-25,"07143665",3.42068965517241,262.366896551724,275.271724137931,64.6186206896552,87.9593103448276,0.00250696551724138,82.6089655172414,5.48896551724138,1.04206896551724,0.722068965517241
1979-01-26,"07143665",1.87793103448276,266.576551724138,273.531034482759,60.2972413793103,97.3965517241379,0.00225048275862069,85.9241379310345,5.24620689655172,1.40275862068966,0.937931034482759
1979-01-27,"07143665",0,263.006206896552,267.331724137931,55.0241379310345,80.56,0.00144875862068966,106.368965517241,5.74551724137931,1.17448275862069,0.796551724137931
1979-01-28,"07143665",0.555862068965517,255.40275862069,264.126896551724,51.7627586206897,78.7606896551724,0.000866068965517241,132.158620689655,3.43172413793103,0.869655172413793,0.6
1979-01-29,"07143665",7.12275862068966,253.912413793103,265.066206896552,60.2606896551724,75.8324137931035,0.00107337931034483,89.2365517241379,2.70137931034483,0.59448275862069,0.412413793103448
1979-01-30,"07143665",2.89724137931035,259.251724137931,263.694482758621,54.7448275862069,89.1365517241379,0.00109206896551724,86.3013793103448,4.52689655172414,0.836551724137931,0.593103448275862
1979-01-31,"07143665",0,253.613793103448,264.945517241379,45.0296551724138,77.5696551724138,0.000652206896551724,137.973103448276,2.81448275862069,1.01103448275862,0.697931034482759
