"date","site_no","precip_amount","min_temp","max_temp","min_humidity","max_humidity","specific_humidity","shortwave_radiation","wind_speed","ref_etr","ref_pet"
1979-01-01,"07144000",0,251.122222222222,261.144444444444,50.6722222222222,69.4333333333333,0.000681111111111111,92.4944444444445,5.69444444444444,0.7,0.494444444444444
1979-01-02,"07144000",0,250.222222222222,262.538888888889,51.3444444444444,68.7611111111111,0.000633333333333333,107.588888888889,3.58888888888889,0.75,0.477777777777778
1979-01-03,"07144000",0,254.772222222222,266.75,50.0111111111111,72.7444444444445,0.00100611111111111,94.9444444444445,2.07777777777778,0.661111111111111,0.461111111111111
1979-01-04,"07144000",0.777777777777778,259.172222222222,265.061111111111,50.2444444444444,75.8444444444444,0.00107166666666667,74.8722222222222,4.42222222222222,0.911111111111111,0.6
1979-01-05,"07144000",1.21666666666667,259.327777777778,262.533333333333,48.4722222222222,74.4833333333333,0.000988333333333333,74.0833333333333,3.23333333333333,0.7,0.5
1979-01-06,"07144000",2.11111111111111,258.866666666667,267.211111111111,55.6777777777778,73.8888888888889,0.00134777777777778,69.1055555555556,1.52222222222222,0.544444444444445,0.4
1979-01-07,"07144000",0,255.1,266.444444444444,48.7111111111111,78.9944444444445,0.00113611111111111,98.3277777777778,4.28888888888889,0.761111111111111,0.5
1979-01-08,"07144000",0,251.038888888889,263.188888888889,37.0277777777778,71.9944444444445,0.000738333333333333,110.627777777778,3.56111111111111,0.711111111111111,0.483333333333333
1979-01-09,"07144000",0,256.061111111111,266.405555555556,62.6611111111111,77.9555555555556,0.001015,109.516666666667,2.66111111111111,0.772222222222222,0.55
1979-01-10,"07144000",0.538888888888889,258.655555555556,266.25,55.6388888888889,76.2833333333333,0.00122388888888889,70.4888888888889,3.36666666666667,0.766666666666667,0.5
1979-01-11,"07144000",0,262.705555555556,272.094444444444,60.9166666666667,78.0777777777778,0.00186666666666667,77.6055555555556,4.44444444444444,1.13333333333333,0.766666666666667
1979-01-12,"07144000",3.92222222222222,266.438888888889,274.65,64.5277777777778,84.2277777777778,0.00273611111111111,86.3,3.76666666666667,0.894444444444444,0.605555555555556
1979-01-13,"07144000",4.8,255.727777777778,272.377777777778,51.8444444444444,93.6055555555556,0.00103277777777778,89.6222222222222,9.91666666666667,2.31111111111111,1.43888888888889
1979-01-14,"07144000",0,248.927777777778,258.116666666667,45.3111111111111,68.8388888888889,0.000513333333333333,112.227777777778,3.43333333333333,0.5,0.4
1979-01-15,"07144000",0,253.866666666667,271.822222222222,54.4333333333333,76.3166666666667,0.00147833333333333,101.294444444444,6.57222222222222,1.20555555555556,0.8
1979-01-16,"07144000",0,258.822222222222,272.111111111111,58.3277777777778,82.2722222222222,0.00171,105.4,2.77222222222222,0.894444444444444,0.611111111111111
1979-01-17,"07144000",0.0777777777777778,260.566666666667,269.683333333333,60.2777777777778,84.3333333333333,0.00148722222222222,106.183333333333,2.24444444444444,0.833333333333333,0.6
1979-01-18,"07144000",14.4055555555556,264.627777777778,276.966666666667,53.4,92.5777777777778,0.00273722222222222,62.7333333333333,4.8,1.22777777777778,0.827777777777778
